alignment model score count replica lf domain
NWSn G_model 420 1096797 0 70 0
NWSn G_model 430 1286073 0 70 0
NWSn G_model 440 1307188 0 70 0
NWSn G_model 450 1423132 0 70 0
NWSn G_model 460 1580226 0 70 0
NWSn G_model 470 1491045 0 70 0
NWSn G_model 480 1964812 0 70 0
NWSn G_model 490 1390589 0 70 0
NWSn G_model 500 10653296 0 70 0
NWSn G_model 510 1205606 0 70 0
NWSn G_model 520 1161179 0 70 0
NWSn G_model 530 1327862 0 70 0
NWSn G_model 540 1331450 0 70 0
NWSn G_model 550 1411852 0 70 0
NWSn G_model 560 1548705 0 70 0
NWSn G_model 570 1413019 0 70 0
NWSn G_model 580 1849515 0 70 0
NWSn G_model 590 1237443 0 70 0
NWSn G_model 600 9784931 0 70 0
NWSn G_model 610 886688 0 70 0
NWSn G_model 620 852291 0 70 0
NWSn G_model 630 954592 0 70 0
NWSn G_model 640 958332 0 70 0
NWSn G_model 650 992006 0 70 0
NWSn G_model 660 1090366 0 70 0
NWSn G_model 670 961099 0 70 0
NWSn G_model 680 1273281 0 70 0
NWSn G_model 690 803747 0 70 0
NWSn G_model 700 6835033 0 70 0
NWSn G_model 710 489595 0 70 0
NWSn G_model 720 475311 0 70 0
NWSn G_model 730 522220 0 70 0
NWSn G_model 740 528712 0 70 0
NWSn G_model 750 532629 0 70 0
NWSn G_model 760 597799 0 70 0
NWSn G_model 770 505951 0 70 0
NWSn G_model 780 691052 0 70 0
NWSn G_model 790 408828 0 70 0
NWSn G_model 800 3866410 0 70 0
NWSn G_model 810 214596 0 70 0
NWSn G_model 820 211396 0 70 0
NWSn G_model 830 228025 0 70 0
NWSn G_model 840 236977 0 70 0
NWSn G_model 850 231775 0 70 0
NWSn G_model 860 267650 0 70 0
NWSn G_model 870 217298 0 70 0
NWSn G_model 880 308014 0 70 0
NWSn G_model 890 170902 0 70 0
NWSn G_model 900 1841063 0 70 0
NWSn G_model 910 78506 0 70 0
NWSn G_model 920 78430 0 70 0
NWSn G_model 930 83309 0 70 0
NWSn G_model 940 88519 0 70 0
NWSn G_model 950 84682 0 70 0
NWSn G_model 960 101491 0 70 0
NWSn G_model 970 78291 0 70 0
NWSn G_model 980 116959 0 70 0
NWSn G_model 990 60892 0 70 0
NWSn G_model 1000 759498 0 70 0
NWSn G_model 1010 24292 0 70 0
NWSn G_model 1020 25177 0 70 0
NWSn G_model 1030 26196 0 70 0
NWSn G_model 1040 28827 0 70 0
NWSn G_model 1050 26411 0 70 0
NWSn G_model 1060 33210 0 70 0
NWSn G_model 1070 24899 0 70 0
NWSn G_model 1080 39077 0 70 0
NWSn G_model 1090 18770 0 70 0
NWSn G_model 1100 276662 0 70 0
NWSn G_model 1110 6488 0 70 0
NWSn G_model 1120 7063 0 70 0
NWSn G_model 1130 7017 0 70 0
NWSn G_model 1140 8145 0 70 0
NWSn G_model 1150 7292 0 70 0
NWSn G_model 1160 9509 0 70 0
NWSn G_model 1170 6772 0 70 0
NWSn G_model 1180 11481 0 70 0
NWSn G_model 1190 5134 0 70 0
NWSn G_model 1200 90734 0 70 0
NWSn G_model 1210 1648 0 70 0
NWSn G_model 1220 1793 0 70 0
NWSn G_model 1230 1750 0 70 0
NWSn G_model 1240 2133 0 70 0
NWSn G_model 1250 1760 0 70 0
NWSn G_model 1260 2479 0 70 0
NWSn G_model 1270 1678 0 70 0
NWSn G_model 1280 3019 0 70 0
NWSn G_model 1290 1262 0 70 0
NWSn G_model 1300 26825 0 70 0
NWSn G_model 1310 353 0 70 0
NWSn G_model 1320 384 0 70 0
NWSn G_model 1330 412 0 70 0
NWSn G_model 1340 490 0 70 0
NWSn G_model 1350 380 0 70 0
NWSn G_model 1360 605 0 70 0
NWSn G_model 1370 387 0 70 0
NWSn G_model 1380 718 0 70 0
NWSn G_model 1390 307 0 70 0
NWSn G_model 1400 7231 0 70 0
NWSn G_model 1410 70 0 70 0
NWSn G_model 1420 107 0 70 0
NWSn G_model 1430 72 0 70 0
NWSn G_model 1440 89 0 70 0
NWSn G_model 1450 81 0 70 0
NWSn G_model 1460 132 0 70 0
NWSn G_model 1470 89 0 70 0
NWSn G_model 1480 163 0 70 0
NWSn G_model 1490 53 0 70 0
NWSn G_model 1500 1745 0 70 0
NWSn G_model 1510 9 0 70 0
NWSn G_model 1520 11 0 70 0
NWSn G_model 1530 10 0 70 0
NWSn G_model 1540 18 0 70 0
NWSn G_model 1550 17 0 70 0
NWSn G_model 1560 27 0 70 0
NWSn G_model 1570 11 0 70 0
NWSn G_model 1580 27 0 70 0
NWSn G_model 1590 10 0 70 0
NWSn G_model 1600 395 0 70 0
NWSn G_model 1610 3 0 70 0
NWSn G_model 1620 3 0 70 0
NWSn G_model 1630 5 0 70 0
NWSn G_model 1640 3 0 70 0
NWSn G_model 1650 3 0 70 0
NWSn G_model 1660 3 0 70 0
NWSn G_model 1680 5 0 70 0
NWSn G_model 1700 87 0 70 0
NWSn G_model 1730 2 0 70 0
NWSn G_model 1750 1 0 70 0
NWSn G_model 1760 1 0 70 0
NWSn G_model 1780 3 0 70 0
NWSn G_model 1800 16 0 70 0
NWSn G_model 1860 1 0 70 0
NWSn G_model 1870 1 0 70 0
NWSn G_model 2000 1 0 70 0
NWSn P_model 0 2016 0 70 0
NWSn P_model 10 483 0 70 0
NWSn P_model 20 714 0 70 0
NWSn P_model 30 843 0 70 0
NWSn P_model 40 1264 0 70 0
NWSn P_model 50 1401 0 70 0
NWSn P_model 60 2486 0 70 0
NWSn P_model 70 2473 0 70 0
NWSn P_model 80 5024 0 70 0
NWSn P_model 90 3898 0 70 0
NWSn P_model 100 91844 0 70 0
NWSn P_model 110 20748 0 70 0
NWSn P_model 120 24469 0 70 0
NWSn P_model 130 29972 0 70 0
NWSn P_model 140 37678 0 70 0
NWSn P_model 150 43333 0 70 0
NWSn P_model 160 60760 0 70 0
NWSn P_model 170 61216 0 70 0
NWSn P_model 180 100408 0 70 0
NWSn P_model 190 79576 0 70 0
NWSn P_model 200 990309 0 70 0
NWSn P_model 210 189713 0 70 0
NWSn P_model 220 201214 0 70 0
NWSn P_model 230 245571 0 70 0
NWSn P_model 240 274814 0 70 0
NWSn P_model 250 313035 0 70 0
NWSn P_model 260 389255 0 70 0
NWSn P_model 270 384198 0 70 0
NWSn P_model 280 562332 0 70 0
NWSn P_model 290 429108 0 70 0
NWSn P_model 300 4023116 0 70 0
NWSn P_model 310 641087 0 70 0
NWSn P_model 320 642599 0 70 0
NWSn P_model 330 769162 0 70 0
NWSn P_model 340 811341 0 70 0
NWSn P_model 350 901129 0 70 0
NWSn P_model 360 1042300 0 70 0
NWSn P_model 370 1005419 0 70 0
NWSn P_model 380 1376965 0 70 0
NWSn P_model 390 1010513 0 70 0
NWSn P_model 400 8323348 0 70 0
NWSn P_model 410 1099488 0 70 0
NWSn P_model 420 1074892 0 70 0
NWSn P_model 430 1253199 0 70 0
NWSn P_model 440 1278185 0 70 0
NWSn P_model 450 1384087 0 70 0
NWSn P_model 460 1548599 0 70 0
NWSn P_model 470 1448234 0 70 0
NWSn P_model 480 1924715 0 70 0
NWSn P_model 490 1344062 0 70 0
NWSn P_model 500 10686663 0 70 0
NWSn P_model 510 1164774 0 70 0
NWSn P_model 520 1121192 0 70 0
NWSn P_model 530 1280049 0 70 0
NWSn P_model 540 1289304 0 70 0
NWSn P_model 550 1359663 0 70 0
NWSn P_model 560 1504043 0 70 0
NWSn P_model 570 1361978 0 70 0
NWSn P_model 580 1800484 0 70 0
NWSn P_model 590 1194216 0 70 0
NWSn P_model 600 9694043 0 70 0
NWSn P_model 610 856783 0 70 0
NWSn P_model 620 826824 0 70 0
NWSn P_model 630 925827 0 70 0
NWSn P_model 640 932728 0 70 0
NWSn P_model 650 960804 0 70 0
NWSn P_model 660 1064476 0 70 0
NWSn P_model 670 932965 0 70 0
NWSn P_model 680 1246167 0 70 0
NWSn P_model 690 782467 0 70 0
NWSn P_model 700 6764521 0 70 0
NWSn P_model 710 478471 0 70 0
NWSn P_model 720 465355 0 70 0
NWSn P_model 730 511553 0 70 0
NWSn P_model 740 520825 0 70 0
NWSn P_model 750 523879 0 70 0
NWSn P_model 760 589758 0 70 0
NWSn P_model 770 498223 0 70 0
NWSn P_model 780 683027 0 70 0
NWSn P_model 790 404665 0 70 0
NWSn P_model 800 3838953 0 70 0
NWSn P_model 810 214810 0 70 0
NWSn P_model 820 211723 0 70 0
NWSn P_model 830 228147 0 70 0
NWSn P_model 840 238031 0 70 0
NWSn P_model 850 232805 0 70 0
NWSn P_model 860 267667 0 70 0
NWSn P_model 870 218997 0 70 0
NWSn P_model 880 310067 0 70 0
NWSn P_model 890 172750 0 70 0
NWSn P_model 900 1845809 0 70 0
NWSn P_model 910 80056 0 70 0
NWSn P_model 920 80816 0 70 0
NWSn P_model 930 85592 0 70 0
NWSn P_model 940 91138 0 70 0
NWSn P_model 950 86681 0 70 0
NWSn P_model 960 103760 0 70 0
NWSn P_model 970 81286 0 70 0
NWSn P_model 980 119969 0 70 0
NWSn P_model 990 63098 0 70 0
NWSn P_model 1000 769054 0 70 0
NWSn P_model 1010 25460 0 70 0
NWSn P_model 1020 26449 0 70 0
NWSn P_model 1030 27742 0 70 0
NWSn P_model 1040 30389 0 70 0
NWSn P_model 1050 28059 0 70 0
NWSn P_model 1060 34828 0 70 0
NWSn P_model 1070 26210 0 70 0
NWSn P_model 1080 40762 0 70 0
NWSn P_model 1090 19934 0 70 0
NWSn P_model 1100 285389 0 70 0
NWSn P_model 1110 7305 0 70 0
NWSn P_model 1120 7600 0 70 0
NWSn P_model 1130 7754 0 70 0
NWSn P_model 1140 8836 0 70 0
NWSn P_model 1150 8057 0 70 0
NWSn P_model 1160 10543 0 70 0
NWSn P_model 1170 7590 0 70 0
NWSn P_model 1180 12383 0 70 0
NWSn P_model 1190 5656 0 70 0
NWSn P_model 1200 94552 0 70 0
NWSn P_model 1210 1782 0 70 0
NWSn P_model 1220 1962 0 70 0
NWSn P_model 1230 1984 0 70 0
NWSn P_model 1240 2419 0 70 0
NWSn P_model 1250 2120 0 70 0
NWSn P_model 1260 2866 0 70 0
NWSn P_model 1270 1878 0 70 0
NWSn P_model 1280 3405 0 70 0
NWSn P_model 1290 1422 0 70 0
NWSn P_model 1300 28779 0 70 0
NWSn P_model 1310 419 0 70 0
NWSn P_model 1320 503 0 70 0
NWSn P_model 1330 451 0 70 0
NWSn P_model 1340 592 0 70 0
NWSn P_model 1350 485 0 70 0
NWSn P_model 1360 636 0 70 0
NWSn P_model 1370 445 0 70 0
NWSn P_model 1380 809 0 70 0
NWSn P_model 1390 369 0 70 0
NWSn P_model 1400 7859 0 70 0
NWSn P_model 1410 80 0 70 0
NWSn P_model 1420 94 0 70 0
NWSn P_model 1430 90 0 70 0
NWSn P_model 1440 99 0 70 0
NWSn P_model 1450 109 0 70 0
NWSn P_model 1460 158 0 70 0
NWSn P_model 1470 86 0 70 0
NWSn P_model 1480 180 0 70 0
NWSn P_model 1490 55 0 70 0
NWSn P_model 1500 2028 0 70 0
NWSn P_model 1510 13 0 70 0
NWSn P_model 1520 15 0 70 0
NWSn P_model 1530 20 0 70 0
NWSn P_model 1540 28 0 70 0
NWSn P_model 1550 19 0 70 0
NWSn P_model 1560 20 0 70 0
NWSn P_model 1570 19 0 70 0
NWSn P_model 1580 37 0 70 0
NWSn P_model 1590 8 0 70 0
NWSn P_model 1600 449 0 70 0
NWSn P_model 1610 4 0 70 0
NWSn P_model 1620 4 0 70 0
NWSn P_model 1630 1 0 70 0
NWSn P_model 1640 5 0 70 0
NWSn P_model 1650 5 0 70 0
NWSn P_model 1660 11 0 70 0
NWSn P_model 1670 2 0 70 0
NWSn P_model 1680 7 0 70 0
NWSn P_model 1690 1 0 70 0
NWSn P_model 1700 109 0 70 0
NWSn P_model 1780 2 0 70 0
NWSn P_model 1800 21 0 70 0
NWSn P_model 1870 1 0 70 0
NWSn P_model 1880 1 0 70 0
NWSn P_model 1900 4 0 70 0
NWSn P_model 2200 1 0 70 0
NWSn F_model 0 2101 0 70 0
NWSn F_model 10 487 0 70 0
NWSn F_model 20 707 0 70 0
NWSn F_model 30 889 0 70 0
NWSn F_model 40 1345 0 70 0
NWSn F_model 50 1424 0 70 0
NWSn F_model 60 2494 0 70 0
NWSn F_model 70 2482 0 70 0
NWSn F_model 80 5007 0 70 0
NWSn F_model 90 4026 0 70 0
NWSn F_model 100 94322 0 70 0
NWSn F_model 110 20897 0 70 0
NWSn F_model 120 24665 0 70 0
NWSn F_model 130 30606 0 70 0
NWSn F_model 140 38133 0 70 0
NWSn F_model 150 44105 0 70 0
NWSn F_model 160 61263 0 70 0
NWSn F_model 170 61556 0 70 0
NWSn F_model 180 101562 0 70 0
NWSn F_model 190 80413 0 70 0
NWSn F_model 200 997701 0 70 0
NWSn F_model 210 189599 0 70 0
NWSn F_model 220 200584 0 70 0
NWSn F_model 230 245979 0 70 0
NWSn F_model 240 275773 0 70 0
NWSn F_model 250 312152 0 70 0
NWSn F_model 260 386708 0 70 0
NWSn F_model 270 383960 0 70 0
NWSn F_model 280 558750 0 70 0
NWSn F_model 290 427903 0 70 0
NWSn F_model 300 4018433 0 70 0
NWSn F_model 310 639003 0 70 0
NWSn F_model 320 639838 0 70 0
NWSn F_model 330 765363 0 70 0
NWSn F_model 340 806155 0 70 0
NWSn F_model 350 894985 0 70 0
NWSn F_model 360 1034678 0 70 0
NWSn F_model 370 997642 0 70 0
NWSn F_model 380 1369204 0 70 0
NWSn F_model 390 1006792 0 70 0
NWSn F_model 400 8289689 0 70 0
NWSn F_model 410 1096209 0 70 0
NWSn F_model 420 1071004 0 70 0
NWSn F_model 430 1246771 0 70 0
NWSn F_model 440 1274180 0 70 0
NWSn F_model 450 1379095 0 70 0
NWSn F_model 460 1541910 0 70 0
NWSn F_model 470 1443377 0 70 0
NWSn F_model 480 1916484 0 70 0
NWSn F_model 490 1339377 0 70 0
NWSn F_model 500 10649729 0 70 0
NWSn F_model 510 1160974 0 70 0
NWSn F_model 520 1120302 0 70 0
NWSn F_model 530 1276564 0 70 0
NWSn F_model 540 1287607 0 70 0
NWSn F_model 550 1359238 0 70 0
NWSn F_model 560 1502938 0 70 0
NWSn F_model 570 1360843 0 70 0
NWSn F_model 580 1799053 0 70 0
NWSn F_model 590 1194275 0 70 0
NWSn F_model 600 9674610 0 70 0
NWSn F_model 610 859288 0 70 0
NWSn F_model 620 829215 0 70 0
NWSn F_model 630 926804 0 70 0
NWSn F_model 640 935214 0 70 0
NWSn F_model 650 964432 0 70 0
NWSn F_model 660 1068260 0 70 0
NWSn F_model 670 936751 0 70 0
NWSn F_model 680 1251756 0 70 0
NWSn F_model 690 785788 0 70 0
NWSn F_model 700 6771185 0 70 0
NWSn F_model 710 482589 0 70 0
NWSn F_model 720 469302 0 70 0
NWSn F_model 730 516536 0 70 0
NWSn F_model 740 526425 0 70 0
NWSn F_model 750 529363 0 70 0
NWSn F_model 760 594607 0 70 0
NWSn F_model 770 505266 0 70 0
NWSn F_model 780 689148 0 70 0
NWSn F_model 790 409700 0 70 0
NWSn F_model 800 3855381 0 70 0
NWSn F_model 810 217775 0 70 0
NWSn F_model 820 214873 0 70 0
NWSn F_model 830 231688 0 70 0
NWSn F_model 840 241918 0 70 0
NWSn F_model 850 236708 0 70 0
NWSn F_model 860 272202 0 70 0
NWSn F_model 870 222455 0 70 0
NWSn F_model 880 315502 0 70 0
NWSn F_model 890 176170 0 70 0
NWSn F_model 900 1859223 0 70 0
NWSn F_model 910 82801 0 70 0
NWSn F_model 920 82449 0 70 0
NWSn F_model 930 87185 0 70 0
NWSn F_model 940 93230 0 70 0
NWSn F_model 950 89080 0 70 0
NWSn F_model 960 105990 0 70 0
NWSn F_model 970 83271 0 70 0
NWSn F_model 980 123455 0 70 0
NWSn F_model 990 64744 0 70 0
NWSn F_model 1000 778271 0 70 0
NWSn F_model 1010 26524 0 70 0
NWSn F_model 1020 27222 0 70 0
NWSn F_model 1030 28633 0 70 0
NWSn F_model 1040 31207 0 70 0
NWSn F_model 1050 29160 0 70 0
NWSn F_model 1060 35769 0 70 0
NWSn F_model 1070 27462 0 70 0
NWSn F_model 1080 42099 0 70 0
NWSn F_model 1090 21054 0 70 0
NWSn F_model 1100 288646 0 70 0
NWSn F_model 1110 7555 0 70 0
NWSn F_model 1120 7967 0 70 0
NWSn F_model 1130 8053 0 70 0
NWSn F_model 1140 9441 0 70 0
NWSn F_model 1150 8346 0 70 0
NWSn F_model 1160 10847 0 70 0
NWSn F_model 1170 7876 0 70 0
NWSn F_model 1180 12937 0 70 0
NWSn F_model 1190 5880 0 70 0
NWSn F_model 1200 96518 0 70 0
NWSn F_model 1210 1909 0 70 0
NWSn F_model 1220 2049 0 70 0
NWSn F_model 1230 2116 0 70 0
NWSn F_model 1240 2455 0 70 0
NWSn F_model 1250 2183 0 70 0
NWSn F_model 1260 3000 0 70 0
NWSn F_model 1270 2019 0 70 0
NWSn F_model 1280 3461 0 70 0
NWSn F_model 1290 1493 0 70 0
NWSn F_model 1300 29086 0 70 0
NWSn F_model 1310 440 0 70 0
NWSn F_model 1320 503 0 70 0
NWSn F_model 1330 491 0 70 0
NWSn F_model 1340 579 0 70 0
NWSn F_model 1350 458 0 70 0
NWSn F_model 1360 670 0 70 0
NWSn F_model 1370 500 0 70 0
NWSn F_model 1380 863 0 70 0
NWSn F_model 1390 337 0 70 0
NWSn F_model 1400 8159 0 70 0
NWSn F_model 1410 99 0 70 0
NWSn F_model 1420 109 0 70 0
NWSn F_model 1430 101 0 70 0
NWSn F_model 1440 140 0 70 0
NWSn F_model 1450 111 0 70 0
NWSn F_model 1460 151 0 70 0
NWSn F_model 1470 95 0 70 0
NWSn F_model 1480 200 0 70 0
NWSn F_model 1490 65 0 70 0
NWSn F_model 1500 2163 0 70 0
NWSn F_model 1510 14 0 70 0
NWSn F_model 1520 27 0 70 0
NWSn F_model 1530 14 0 70 0
NWSn F_model 1540 34 0 70 0
NWSn F_model 1550 23 0 70 0
NWSn F_model 1560 34 0 70 0
NWSn F_model 1570 21 0 70 0
NWSn F_model 1580 47 0 70 0
NWSn F_model 1590 23 0 70 0
NWSn F_model 1600 466 0 70 0
NWSn F_model 1610 3 0 70 0
NWSn F_model 1620 3 0 70 0
NWSn F_model 1630 4 0 70 0
NWSn F_model 1640 2 0 70 0
NWSn F_model 1650 5 0 70 0
NWSn F_model 1660 2 0 70 0
NWSn F_model 1670 7 0 70 0
NWSn F_model 1680 3 0 70 0
NWSn F_model 1690 5 0 70 0
NWSn F_model 1700 108 0 70 0
NWSn F_model 1730 1 0 70 0
NWSn F_model 1740 1 0 70 0
NWSn F_model 1750 1 0 70 0
NWSn F_model 1760 2 0 70 0
NWSn F_model 1770 1 0 70 0
NWSn F_model 1780 1 0 70 0
NWSn F_model 1790 1 0 70 0
NWSn F_model 1800 26 0 70 0
NWSn F_model 1850 1 0 70 0
NWSn F_model 1900 3 0 70 0
NWSn F_model 2000 1 0 70 0
NWSn T_model 0 342 0 70 0
NWSn T_model 10 141 0 70 0
NWSn T_model 20 198 0 70 0
NWSn T_model 30 274 0 70 0
NWSn T_model 40 428 0 70 0
NWSn T_model 50 522 0 70 0
NWSn T_model 60 948 0 70 0
NWSn T_model 70 1034 0 70 0
NWSn T_model 80 2064 0 70 0
NWSn T_model 90 1887 0 70 0
NWSn T_model 100 39604 0 70 0
NWSn T_model 110 11538 0 70 0
NWSn T_model 120 13793 0 70 0
NWSn T_model 130 18237 0 70 0
NWSn T_model 140 23054 0 70 0
NWSn T_model 150 28161 0 70 0
NWSn T_model 160 39266 0 70 0
NWSn T_model 170 42025 0 70 0
NWSn T_model 180 69931 0 70 0
NWSn T_model 190 58847 0 70 0
NWSn T_model 200 662073 0 70 0
NWSn T_model 210 150274 0 70 0
NWSn T_model 220 161536 0 70 0
NWSn T_model 230 202916 0 70 0
NWSn T_model 240 228712 0 70 0
NWSn T_model 250 267964 0 70 0
NWSn T_model 260 329822 0 70 0
NWSn T_model 270 340232 0 70 0
NWSn T_model 280 490195 0 70 0
NWSn T_model 290 394871 0 70 0
NWSn T_model 300 3357377 0 70 0
NWSn T_model 310 612242 0 70 0
NWSn T_model 320 616441 0 70 0
NWSn T_model 330 746915 0 70 0
NWSn T_model 340 786993 0 70 0
NWSn T_model 350 889659 0 70 0
NWSn T_model 360 1018230 0 70 0
NWSn T_model 370 1008827 0 70 0
NWSn T_model 380 1358190 0 70 0
NWSn T_model 390 1031867 0 70 0
NWSn T_model 400 7807767 0 70 0
NWSn T_model 410 1146396 0 70 0
NWSn T_model 420 1115757 0 70 0
NWSn T_model 430 1310396 0 70 0
NWSn T_model 440 1333105 0 70 0
NWSn T_model 450 1460673 0 70 0
NWSn T_model 460 1610407 0 70 0
NWSn T_model 470 1537265 0 70 0
NWSn T_model 480 2001836 0 70 0
NWSn T_model 490 1435176 0 70 0
NWSn T_model 500 10606320 0 70 0
NWSn T_model 510 1250041 0 70 0
NWSn T_model 520 1202225 0 70 0
NWSn T_model 530 1377859 0 70 0
NWSn T_model 540 1374493 0 70 0
NWSn T_model 550 1463820 0 70 0
NWSn T_model 560 1595776 0 70 0
NWSn T_model 570 1466196 0 70 0
NWSn T_model 580 1900141 0 70 0
NWSn T_model 590 1283628 0 70 0
NWSn T_model 600 9855494 0 70 0
NWSn T_model 610 918924 0 70 0
NWSn T_model 620 880993 0 70 0
NWSn T_model 630 990162 0 70 0
NWSn T_model 640 989566 0 70 0
NWSn T_model 650 1025593 0 70 0
NWSn T_model 660 1124452 0 70 0
NWSn T_model 670 991439 0 70 0
NWSn T_model 680 1304035 0 70 0
NWSn T_model 690 827424 0 70 0
NWSn T_model 700 6909683 0 70 0
NWSn T_model 710 500624 0 70 0
NWSn T_model 720 485687 0 70 0
NWSn T_model 730 532856 0 70 0
NWSn T_model 740 541350 0 70 0
NWSn T_model 750 543681 0 70 0
NWSn T_model 760 608314 0 70 0
NWSn T_model 770 515112 0 70 0
NWSn T_model 780 699196 0 70 0
NWSn T_model 790 414316 0 70 0
NWSn T_model 800 3898894 0 70 0
NWSn T_model 810 215673 0 70 0
NWSn T_model 820 212596 0 70 0
NWSn T_model 830 229427 0 70 0
NWSn T_model 840 237268 0 70 0
NWSn T_model 850 232405 0 70 0
NWSn T_model 860 267200 0 70 0
NWSn T_model 870 216697 0 70 0
NWSn T_model 880 308169 0 70 0
NWSn T_model 890 169766 0 70 0
NWSn T_model 900 1844137 0 70 0
NWSn T_model 910 76706 0 70 0
NWSn T_model 920 78002 0 70 0
NWSn T_model 930 82084 0 70 0
NWSn T_model 940 86895 0 70 0
NWSn T_model 950 82744 0 70 0
NWSn T_model 960 99327 0 70 0
NWSn T_model 970 76956 0 70 0
NWSn T_model 980 114726 0 70 0
NWSn T_model 990 59128 0 70 0
NWSn T_model 1000 752965 0 70 0
NWSn T_model 1010 23036 0 70 0
NWSn T_model 1020 23614 0 70 0
NWSn T_model 1030 25045 0 70 0
NWSn T_model 1040 27753 0 70 0
NWSn T_model 1050 25423 0 70 0
NWSn T_model 1060 31818 0 70 0
NWSn T_model 1070 23368 0 70 0
NWSn T_model 1080 37165 0 70 0
NWSn T_model 1090 17912 0 70 0
NWSn T_model 1100 271564 0 70 0
NWSn T_model 1110 6043 0 70 0
NWSn T_model 1120 6433 0 70 0
NWSn T_model 1130 6544 0 70 0
NWSn T_model 1140 7572 0 70 0
NWSn T_model 1150 6811 0 70 0
NWSn T_model 1160 8972 0 70 0
NWSn T_model 1170 6355 0 70 0
NWSn T_model 1180 10705 0 70 0
NWSn T_model 1190 4741 0 70 0
NWSn T_model 1200 87513 0 70 0
NWSn T_model 1210 1444 0 70 0
NWSn T_model 1220 1579 0 70 0
NWSn T_model 1230 1509 0 70 0
NWSn T_model 1240 1885 0 70 0
NWSn T_model 1250 1640 0 70 0
NWSn T_model 1260 2278 0 70 0
NWSn T_model 1270 1509 0 70 0
NWSn T_model 1280 2817 0 70 0
NWSn T_model 1290 1146 0 70 0
NWSn T_model 1300 25427 0 70 0
NWSn T_model 1310 289 0 70 0
NWSn T_model 1320 338 0 70 0
NWSn T_model 1330 320 0 70 0
NWSn T_model 1340 442 0 70 0
NWSn T_model 1350 333 0 70 0
NWSn T_model 1360 482 0 70 0
NWSn T_model 1370 314 0 70 0
NWSn T_model 1380 637 0 70 0
NWSn T_model 1390 243 0 70 0
NWSn T_model 1400 6555 0 70 0
NWSn T_model 1410 47 0 70 0
NWSn T_model 1420 80 0 70 0
NWSn T_model 1430 68 0 70 0
NWSn T_model 1440 90 0 70 0
NWSn T_model 1450 61 0 70 0
NWSn T_model 1460 114 0 70 0
NWSn T_model 1470 56 0 70 0
NWSn T_model 1480 141 0 70 0
NWSn T_model 1490 47 0 70 0
NWSn T_model 1500 1588 0 70 0
NWSn T_model 1510 8 0 70 0
NWSn T_model 1520 13 0 70 0
NWSn T_model 1530 8 0 70 0
NWSn T_model 1540 16 0 70 0
NWSn T_model 1550 11 0 70 0
NWSn T_model 1560 24 0 70 0
NWSn T_model 1570 15 0 70 0
NWSn T_model 1580 21 0 70 0
NWSn T_model 1590 14 0 70 0
NWSn T_model 1600 332 0 70 0
NWSn T_model 1610 2 0 70 0
NWSn T_model 1620 3 0 70 0
NWSn T_model 1640 2 0 70 0
NWSn T_model 1650 2 0 70 0
NWSn T_model 1660 3 0 70 0
NWSn T_model 1670 2 0 70 0
NWSn T_model 1680 3 0 70 0
NWSn T_model 1690 1 0 70 0
NWSn T_model 1700 62 0 70 0
NWSn T_model 1740 1 0 70 0
NWSn T_model 1750 1 0 70 0
NWSn T_model 1800 12 0 70 0
NWSn T_model 1900 3 0 70 0
NWSn T_model 2000 1 0 70 0
NWSn T_model 4820 1 0 70 0
NWSn A_model 0 356 0 70 0
NWSn A_model 10 122 0 70 0
NWSn A_model 20 202 0 70 0
NWSn A_model 30 264 0 70 0
NWSn A_model 40 403 0 70 0
NWSn A_model 50 539 0 70 0
NWSn A_model 60 859 0 70 0
NWSn A_model 70 973 0 70 0
NWSn A_model 80 2119 0 70 0
NWSn A_model 90 1911 0 70 0
NWSn A_model 100 39724 0 70 0
NWSn A_model 110 11617 0 70 0
NWSn A_model 120 13847 0 70 0
NWSn A_model 130 18267 0 70 0
NWSn A_model 140 23044 0 70 0
NWSn A_model 150 28093 0 70 0
NWSn A_model 160 39486 0 70 0
NWSn A_model 170 42444 0 70 0
NWSn A_model 180 69891 0 70 0
NWSn A_model 190 59523 0 70 0
NWSn A_model 200 665116 0 70 0
NWSn A_model 210 151162 0 70 0
NWSn A_model 220 161649 0 70 0
NWSn A_model 230 203425 0 70 0
NWSn A_model 240 228940 0 70 0
NWSn A_model 250 269092 0 70 0
NWSn A_model 260 332076 0 70 0
NWSn A_model 270 342258 0 70 0
NWSn A_model 280 495639 0 70 0
NWSn A_model 290 397818 0 70 0
NWSn A_model 300 3379896 0 70 0
NWSn A_model 310 614878 0 70 0
NWSn A_model 320 618249 0 70 0
NWSn A_model 330 749919 0 70 0
NWSn A_model 340 789941 0 70 0
NWSn A_model 350 893279 0 70 0
NWSn A_model 360 1021962 0 70 0
NWSn A_model 370 1013995 0 70 0
NWSn A_model 380 1365076 0 70 0
NWSn A_model 390 1035378 0 70 0
NWSn A_model 400 7843080 0 70 0
NWSn A_model 410 1149230 0 70 0
NWSn A_model 420 1120770 0 70 0
NWSn A_model 430 1315725 0 70 0
NWSn A_model 440 1332626 0 70 0
NWSn A_model 450 1459611 0 70 0
NWSn A_model 460 1613656 0 70 0
NWSn A_model 470 1538747 0 70 0
NWSn A_model 480 2005281 0 70 0
NWSn A_model 490 1436996 0 70 0
NWSn A_model 500 10640343 0 70 0
NWSn A_model 510 1249950 0 70 0
NWSn A_model 520 1199634 0 70 0
